seed,incident_id,gt_family,is_decoy,signal_service,canonical_service_id,top5_pred_families,top5_similarities,top_remediation,expected_remediation,confidence,deploy_evidence,trace_evidence,metric_evidence,log_evidence,top_candidate_why,recall_hit,precision_at_5,remediation_ok,failure_type
42,INC-92082-5,1,False,svc-27,0ad8498e,5|5|5|5,0.390|0.390|0.390|0.390,rollback,restart,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 0ad8498e; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-94255-4,5,False,svc-08-r8-r4-r4-r7-r4-r5-r3-r9,5ec89630,4|4|4|4|4,0.390|0.390|0.390|0.390|0.390,failover,rollback,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: 5ec89630; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-4696-7,6,False,svc-03-r8,15273c78,1|4|2|3|4,0.208|0.208|0.208|0.208|0.208,failover,restart,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
42,INC-35012-2,1,False,svc-05-r8,39954a61,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,restart,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
42,INC-48019-1,3,False,svc-10-r8,9bbe17e7,1|4|2|3|4,0.208|0.208|0.208|0.208|0.208,failover,config_change,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,False,remediation_mismatch
42,INC-39608-5,2,False,svc-27,0ad8498e,5|5|5|5,0.390|0.390|0.390|0.390,rollback,scale_up,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 0ad8498e; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-67234-1,7,False,svc-10-r8,9bbe17e7,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,scale_up,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
42,INC-77030-1,5,False,svc-10-r8,9bbe17e7,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,rollback,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-94148-5,4,False,svc-27,0ad8498e,5|5|5|5,0.390|0.390|0.390|0.390,rollback,failover,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 0ad8498e; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-97348-6,7,False,svc-15,77883e77,6|6|6|6|6,0.390|0.390|0.390|0.390|0.390,restart,scale_up,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 77883e77; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-1960-2,7,False,svc-05-r8,39954a61,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,scale_up,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
42,INC-8253-6,2,False,svc-15,77883e77,6|6|6|6|6,0.390|0.390|0.390|0.390|0.390,restart,scale_up,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 77883e77; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-35982-5,1,False,svc-27,0ad8498e,5|5|5|5,0.390|0.390|0.390|0.390,rollback,restart,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 0ad8498e; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-36584-7,2,False,svc-03-r8,15273c78,1|4|2|3|4,0.208|0.208|0.208|0.208|0.208,failover,scale_up,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
42,INC-98441-7,1,False,svc-03-r8,15273c78,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,restart,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
42,INC-31837-7,5,False,svc-03-r8,15273c78,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,rollback,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-79628-1,1,False,svc-10-r8,9bbe17e7,1|4|2|3|4,0.208|0.208|0.208|0.208|0.208,failover,restart,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
42,INC-93272-1,2,False,svc-10-r8,9bbe17e7,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,scale_up,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
42,DEC-99821,7,False,svc-08-r8-r4-r4-r7-r4-r5-r3-r9,5ec89630,4|4|4|4|4,0.390|0.390|0.390|0.390|0.390,failover,scale_up,0.34255,False,False,False,False,"canonical ID overlap: 100%; shared services: 5ec89630; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-16568-1,,True,svc-10-r8,9bbe17e7,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
42,INC-37523-3,7,False,svc-01-r5-r3-r4-r2-r3-r2,4478bdad,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,scale_up,0.22652500000000003,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
42,DEC-55731,,True,svc-21,4648e822,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,,0.21969999999999998,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
42,INC-56791-2,5,False,svc-05-r8,39954a61,1|4|2|3|4,0.180|0.180|0.180|0.180|0.180,failover,rollback,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
42,INC-79221-7,6,False,svc-03-r8,15273c78,1|4|2|3|4,0.208|0.208|0.208|0.208|0.208,failover,restart,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
42,INC-88627-2,1,False,svc-05-r8,39954a61,1|4|2|3|4,0.208|0.208|0.208|0.208|0.208,failover,restart,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
101,INC-6988-3,2,False,svc-20-r2-r8-r5-r2-r7-r4,bd95f48d,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,scale_up,0.26065000000000005,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
101,INC-17773-4,6,False,svc-13,bd287932,4|1|0|5|4,0.390|0.180|0.180|0.180|0.390,failover,restart,0.38350000000000006,False,False,False,False,"canonical ID overlap: 100%; shared services: bd287932; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
101,INC-26338-7,3,False,svc-28,95550c29,7|7|7|7|7,0.390|0.390|0.390|0.390|0.390,scale_up,config_change,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 95550c29; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,INC-81696-5,,True,svc-04-r9-r5-r3-r4-r6-r4,f19e0c9f,5|5|5|5|5,0.390|0.390|0.390|0.390|0.390,rollback,,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: f19e0c9f; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
101,DEC-86035,4,False,svc-29-r7-r2,58b286a6,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,failover,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,INC-87992-2,4,False,svc-29-r7-r2,58b286a6,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,failover,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,DEC-94105,2,False,svc-28,95550c29,7|7|7|7|7,0.390|0.390|0.390|0.390|0.390,scale_up,scale_up,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 95550c29; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
101,DEC-11768,1,False,svc-13,bd287932,4|1|0|5|4,0.390|0.180|0.180|0.180|0.390,failover,restart,0.38350000000000006,False,False,False,False,"canonical ID overlap: 100%; shared services: bd287932; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
101,INC-29552-6,7,False,svc-06-r7-r6,f02484f1,6|6|6|6|6,0.390|0.390|0.390|0.390|0.390,restart,scale_up,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: f02484f1; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,INC-64885-2,5,False,svc-29-r7-r2,58b286a6,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,rollback,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
101,INC-67360-3,,True,svc-20-r2-r8-r5-r2-r7-r4,bd95f48d,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,,0.26065000000000005,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
101,INC-79631-3,4,False,svc-20-r2-r8-r5-r2-r7-r4,bd95f48d,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,failover,0.26065000000000005,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,INC-2093-4,2,False,svc-13,bd287932,4|1|0|5|4,0.390|0.180|0.180|0.180|0.390,failover,scale_up,0.38350000000000006,False,False,False,False,"canonical ID overlap: 100%; shared services: bd287932; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,INC-7200-2,,True,svc-29-r7-r2,58b286a6,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
101,DEC-29145,6,False,svc-19-r3-r2-r2-r3-r5-r2,6cf5705c,1|0|5|2|1,0.000|0.000|0.000|0.000|0.000,restart,restart,0.05,False,False,False,False,low structural overlap,False,0.0,True,recall_miss
101,INC-31676-6,2,False,svc-06-r7-r6,f02484f1,6|6|6|6|6,0.390|0.390|0.390|0.390|0.390,restart,scale_up,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: f02484f1; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,INC-52683-4,6,False,svc-13,bd287932,4|1|0|5|4,0.390|0.180|0.180|0.180|0.390,failover,restart,0.38350000000000006,False,False,False,False,"canonical ID overlap: 100%; shared services: bd287932; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
101,DEC-57905,0,False,svc-18,d300976d,1|0|5|2|1,0.000|0.000|0.000|0.000|0.000,restart,rollback,0.05,False,False,False,False,low structural overlap,True,0.2,True,precision_contamination
101,INC-39881-4,1,False,svc-13,bd287932,4|1|0|5|4,0.390|0.180|0.180|0.180|0.390,failover,restart,0.38350000000000006,False,False,False,False,"canonical ID overlap: 100%; shared services: bd287932; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
101,INC-40209-2,,True,svc-29-r7-r2,58b286a6,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
101,INC-67228-0,2,False,svc-25-r9-r2-r6-r6-r8-r9,ada857da,1|0|5|2|1,0.208|0.208|0.208|0.208|0.208,restart,scale_up,0.257465,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
101,INC-6030-1,,True,svc-14-r6-r5,bc04d74b,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
101,INC-72412-1,3,False,svc-14-r6-r5,bc04d74b,1|0|5|2|1,0.208|0.208|0.208|0.208|0.208,restart,config_change,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,INC-83063-2,4,False,svc-29-r7-r2,58b286a6,1|0|5|2|1,0.180|0.180|0.180|0.180|0.180,restart,failover,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
101,INC-6060-6,3,False,svc-06-r7-r6,f02484f1,6|6|6|6|6,0.390|0.390|0.390|0.390|0.390,restart,config_change,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: f02484f1; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-76969-5,6,False,svc-24,57231ce8,5|5|5|5|5,0.390|0.390|0.390|0.390|0.390,rollback,restart,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 57231ce8; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-85848-2,0,False,svc-27,bfc14517,2|2|2|2|2,0.390|0.390|0.390|0.390|0.390,scale_up,rollback,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: bfc14517; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-91146-7,7,False,svc-04,242a9a76,7|7|7|7|7,0.390|0.390|0.390|0.390|0.390,scale_up,scale_up,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: 242a9a76; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
999,DEC-11659,,True,svc-14-r6-r7-r6-r8-r6-r8-r7-r5-r3-r8-r3,12fe94e6,3|6|5|6|3,0.180|0.180|0.180|0.180|0.180,config_change,,0.22652500000000003,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
999,INC-30865-4,6,False,svc-13,815e96e5,3|4|3|3|3,0.390|0.390|0.390|0.390|0.390,config_change,restart,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 815e96e5; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-47626-3,4,False,svc-13,815e96e5,3|4|3|3|3,0.390|0.390|0.390|0.390|0.390,config_change,failover,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: 815e96e5; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
999,DEC-87166,4,False,svc-07-r2-r6-r9-r7-r4,60048575,3|6|5|6|3,0.000|0.000|0.000|0.000|0.000,config_change,failover,0.05,False,False,True,False,low structural overlap,False,0.0,False,recall_miss
999,INC-245-0,0,False,svc-08-r3-r8-r3-r2-r4-r6-r4-r9-r8-r7-r9-r6-r6-r3-r2-r6-r9,f1f034c7,3|6|5|6|3,0.180|0.180|0.180|0.180|0.180,config_change,rollback,0.294775,False,False,False,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
999,INC-631-5,,True,svc-24,57231ce8,5|5|5|5|5,0.390|0.390|0.390|0.390|0.390,rollback,,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 57231ce8; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
999,INC-13761-1,,True,svc-17,72a58cd0,1|1|1|1|1,0.390|0.390|0.390|0.390|0.390,restart,,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: 72a58cd0; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
999,INC-18762-4,4,False,svc-13,815e96e5,3|4|3|3|3,0.390|0.390|0.390|0.390|0.390,config_change,failover,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 815e96e5; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.2,True,precision_contamination
999,INC-92007-4,3,False,svc-13,815e96e5,3|4|3|3|3,0.390|0.390|0.390|0.390|0.390,config_change,config_change,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: 815e96e5; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,0.8,True,ok
999,DEC-14260,1,False,svc-08-r3-r8-r3-r2-r4-r6-r4-r9-r8-r7-r9-r6-r6-r3-r2-r6-r9,f1f034c7,3|6|5|6|3,0.208|0.208|0.208|0.208|0.208,config_change,restart,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,True,recall_miss
999,INC-47118-7,4,False,svc-04,242a9a76,7|7|7|7|7,0.390|0.390|0.390|0.390|0.390,scale_up,failover,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 242a9a76; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-62160-0,4,False,svc-08-r3-r8-r3-r2-r4-r6-r4-r9-r8-r7-r9-r6-r6-r3-r2-r6-r9,f1f034c7,3|6|5|6|3,0.208|0.208|0.208|0.208|0.208,config_change,failover,0.302965,False,False,True,False,"causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,DEC-62335,2,False,svc-26,dcfb88e4,3|6|5|6|3,0.000|0.000|0.000|0.000|0.000,config_change,scale_up,0.05,False,False,False,False,low structural overlap,False,0.0,False,recall_miss
999,INC-88335-6,5,False,svc-22,ac816edd,6|6|6|6|6,0.390|0.390|0.390|0.390|0.390,restart,rollback,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: ac816edd; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-97526-5,3,False,svc-24,57231ce8,5|5|5|5|5,0.390|0.390|0.390|0.390|0.390,rollback,config_change,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 57231ce8; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-27423-6,4,False,svc-22,ac816edd,6|6|6|6|6,0.390|0.390|0.390|0.390|0.390,restart,failover,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: ac816edd; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-34604-7,5,False,svc-04,242a9a76,7|7|7|7|7,0.390|0.390|0.390|0.390|0.390,scale_up,rollback,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 242a9a76; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-41209-4,5,False,svc-13,815e96e5,3|4|3|3|3,0.390|0.390|0.390|0.390|0.390,config_change,rollback,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: 815e96e5; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-77913-3,,True,svc-13,815e96e5,3|4|3|3|3,0.390|0.390|0.390|0.390|0.390,config_change,,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 815e96e5; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
999,INC-4860-4,7,False,svc-13,815e96e5,3|4|3|3|3,0.390|0.390|0.390|0.390|0.390,config_change,scale_up,0.3562,False,False,True,False,"canonical ID overlap: 100%; shared services: 815e96e5; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-5413-4,7,False,svc-13,815e96e5,3|4|3|3|3,0.390|0.390|0.390|0.390|0.390,config_change,scale_up,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: 815e96e5; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",False,0.0,False,recall_miss
999,INC-10391-6,6,False,svc-22,ac816edd,6|6|6|6|6,0.390|0.390|0.390|0.390|0.390,restart,restart,0.3562,False,False,False,False,"canonical ID overlap: 100%; shared services: ac816edd; causal shape similarity: 100%; shared patterns: [('DEPLOY_SRC', 'DEPLOY_DST')]; shared event types: DEPLOY",True,1.0,True,ok
